benchmark,case_unit_id,overall_system_design_audit,semantic_decision,draft_lock_and_pre_run_scope,outcome_label_boundary,official_user_goal_task,native_evaluator_oracle_semantics,state_schema_and_artifact_inventory,nonlabel_decisive_evidence,native_sfu_rules,source_support_pointers,stronger_conditions,stronger_conflict_separation,minimality_no_run_leakage,failed_review_items,failed_design_clauses,finding_count,finding_summary,stronger_condition_count,review_prompt_variant,draft_lock_integrity,review_receipt_integrity,raw_draft_changed_since_lock,draft_sha256,case_packet_sha256
terminal_bench_2_1,overfull-hbox,需修订,revise,通过,通过,通过,需修订,通过,通过,通过,需修订,需修订,通过,通过,native_evaluator_semantics; source_support_pointers; stronger_conditions,native evaluator/oracle 语义; source support pointers; stronger 条件的官方支持与测量 gap,3,"native_evaluator_semantics: checked_by implies that the shell verifier exits successfully only when all tests pass, but test.sh merely maps the pytest/uvx status to reward.txt and does not explicitly propagate it. The test-specific fail_if entries also conflate assertion failures with arbitrary test errors.; source_support_pointers: The test.sh line pointer omits material needed for the claims it supports, and the U rule has no packet-local support pointer.; stronger_conditions: The stronger condition forbids every final change outside input.tex, which would incorrectly include files generated by the required compilation or verification process.",1,base_semantic_review,True,True,False,199c26034e0d197209a32bdac30f9d7441ce56287b1b15b0eaf961d8ff0ba246,650cc90a220a14a76c600f4ffba0d65ceb3177b387283adafe5e706f0360e686
deep_swe_v1_1,oxvg-structural-selector-preservation,需修订,revise,通过,通过,通过,通过,通过,需修订,需修订,通过,需修订,通过,通过,decisive_post_run_evidence; decision_rules_sfu; stronger_conditions,决定性非标签运行证据; native S/F/U 规则; stronger 条件的官方支持与测量 gap,3,"decisive_post_run_evidence: artifacts/model.patch is labeled decisive for a fact that requires comparison with separate agent evidence and cannot independently establish branch lineage or a fully committed final state.; decision_rules_sfu: The current U rule ignores failures independently exposed by retained raw reports or grader output when verifier/ctrf.json is unavailable.; stronger_conditions: The patch artifact cannot assess the workflow requirement, and the trajectory/log questions do not explicitly require evidence that all worktree changes were committed.",1,base_semantic_review,True,True,False,ba6f8e75ca079f9da5e33c925c7a29bf437d13ae3d26a1bff12fdf1dc6e0ab18,5e9d458b0b39bed6bfda71b6f5c0ac6acefca7971e6877ac2c11a844c25ca54e
deep_swe_v1_1,participle-grammar-conflict-analysis,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,4bd3b1bbfd6381ab2505560f3d2c98015300cbb140c17d229f0f9a364aa466b2,30cc0ddde4e067e741d3ddb95e35a9ccd483d5e9834e1ee1414771bc8d022358
terminal_bench_2_1,password-recovery,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,需修订,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers; stronger_conditions,native evaluator/oracle 语义; native S/F/U 规则; source support pointers; stronger 条件的官方支持与测量 gap,4,"native_evaluator_semantics: The native failure rule describes an impossible no-guesses failure and does not cover nonzero pytest invocation or collection failures counted by test.sh.; decision_rules_sfu: The current U rule may absorb an execution-established nonzero verifier invocation when per-test results are missing.; source_support_pointers: The cited implementation does not support the claim that len(guesses) can be zero.; stronger_conditions: The verifier checks only file existence and literal membership, leaving the officially requested forensic-recovery provenance and candidate-format discipline unmeasured.",0,schema_repair_retry,True,True,False,8327c93ca2e886d753d161f9c1460166013b5ef6c23f5563c07a31da6dc2eab4,b39996dfc53f9fc872d1c7cbc5d14e96b7a8e814989ee6062bc519dedb1cc009
terminal_bench_2_1,path-tracing,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,需修订,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers; stronger_conditions,native evaluator/oracle 语义; native S/F/U 规则; source support pointers; stronger 条件的官方支持与测量 gap,4,"native_evaluator_semantics: The native failure clauses cover specific assertion failures but omit other nonzero outcomes of the released pytest invocation, such as test errors and collection or invocation failures.; decision_rules_sfu: A clearly evidenced pytest error or collection failure would be benchmark-counted as failure but does not satisfy any current fail_if clause.; source_support_pointers: The cited instruction says `<2k`; it does not support the checklist's exact `<2000` claim.; stronger_conditions: The stronger condition correctly identifies a gzip/wc versus zlib/2100 gap but makes the unsupported stronger requirement more specific by changing `<2k` to `<2000`.",1,base_semantic_review,True,True,False,f9c544d8848fd85daed11b50a243177d104cb19075734b1b91e12d2c355a19a5,f39d26908b305fb6e166557c7d824272ce19f9a91c167f72e7d35ddeecc75466
terminal_bench_2_1,path-tracing-reverse,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,需修订,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers; stronger_conditions,native evaluator/oracle 语义; native S/F/U 规则; source support pointers; stronger 条件的官方支持与测量 gap,4,"native_evaluator_semantics: The native failure rules treat every test_image_compiles error as proof of compilation/size failure and every unsuccessful pytest invocation as native task failure, although setup, command, rename, file-read, or other infrastructure errors may not establish those violations.; decision_rules_sfu: A nonzero or incomplete verifier invocation is assigned F without requiring evidence that a native criterion was violated.; source_support_pointers: The test_image_compiles source does not support the claim that any error establishes either compiler failure or compressed length at least 2100.; stronger_conditions: The stronger size rule replaces the official textual `<2k` limit with `<2000`, a numeric interpretation not specified by the packet.",2,base_semantic_review,True,True,False,4a14eb17316303ff01f2b66746544cf40b65623a1b7dec08ef11a9a86a6d3ccb,a8540e8dfa975d9545ca6d80490f2db3ce874401de8f81d2f8f3268702e40a32
deep_swe_v1_1,pebble-durability-wait-apis,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,bbe5b83b93f741afacf8ee256cefc6d75b18e4338e81ab931f3a860eb9aa4368,e5f98be78a48475fb6cf9ee99f9800d95dbf151f7009493c620d4a110a6b70cb
deep_swe_v1_1,pest-character-class-coalescing,需修订,revise,通过,通过,通过,需修订,通过,需修订,通过,通过,需修订,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; stronger_conditions,native evaluator/oracle 语义; 决定性非标签运行证据; stronger 条件的官方支持与测量 gap,3,native_evaluator_semantics: native.checked_by inaccurately generalizes the configured input as “CTRF/JUnit reports.” This case’s grade configuration reads CTRF from base-ctrf.json and new-ctrf.json with node_id=name.; decisive_post_run_evidence: artifacts/model.patch cannot independently prove use of a new branch from main or that everything was committed; it contains only the diff from the base commit to final HEAD.; stronger_conditions: The trajectory question asks for a final commit after the changes but does not require evidence that all task changes were committed. The condition therefore lacks a sound test for the complete official workflow requirement.,1,base_semantic_review,True,True,False,b2e9f7b4d809f71373189b5585e016f0dc55853e0759844eee81864e72ef73f2,faf9b6830637de9fb475bae54865cc91a4dbb020cd912952126f95cd6e3f3983
terminal_bench_2_1,polyglot-c-py,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,2,base_semantic_review,True,True,False,fc3da6ddb07b400daaac19a46072adeafe89c527977ec5f584cd907a9aec4caf,a8c3130f925d8d8c3972a6bc653ace159f0d83db1ce3953f1f84e8f5dbdbfcb6
terminal_bench_2_1,polyglot-rust-c,需修订,revise,通过,通过,需修订,需修订,通过,需修订,通过,通过,通过,通过,通过,native_user_goal; native_evaluator_semantics; decisive_post_run_evidence,官方 user goal/task; native evaluator/oracle 语义; 决定性非标签运行证据,4,"native_user_goal: The user goal omits the stated rustc 1.75.0 and g++ 13.2.0 target environment and does not unambiguously say the same file must work with both compilers.; native_evaluator_semantics: The checklist says the verifier's build invocations yield runnable binaries, but `os.popen(...).read()` does not inspect either compiler command's status. The test separately runs whatever exists at the expected executable paths.; native_evaluator_semantics: The fail rules cover a failed node and several node-level violations but omit other nonzero outcomes of the official pytest command, such as collection or harness errors, which `test.sh` treats as native failure.; decisive_post_run_evidence: `verifier/test-stdout.txt; verifier/test-stderr.txt` is not one artifact type in the packet inventory.",1,base_semantic_review,True,True,False,ea169a9a4ba7e1c9091f3c25a1adb11b87d433059b518e252aae6ba1ff2ce436,fec6e9f0cd567abf00a3396fe9194c5fe81c01565ce3899bdeb951147a81bc8b
terminal_bench_2_1,portfolio-optimization,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu,native evaluator/oracle 语义; native S/F/U 规则,2,"native_evaluator_semantics: Native rules do not fully encode the verifier’s exact assertions and failure status. In particular, `fail_if[1]` uses “exceeding 1e-10” even though equality fails, baseline sanity thresholds and the three-run minimum timing calculation are only summarized, and non-assertion nonzero pytest outcomes are omitted.; decision_rules_sfu: The current F rules do not classify retained evidence of collection, import, invocation, or execution errors as native failure, while `undecided_if` could incorrectly place such an established benchmark-counted failure in U.",1,base_semantic_review,True,True,False,4f96ccdc81bb6cd2b41f6ffe04dac9e850998ff86cfe64d12c512803950441cd,2b9bee53319cc1549e94ec5fa78a1de68ce01b4c48a56d84f1c55885dbd24b2f
deep_swe_v1_1,prometheus-transactional-reload-status,需修订,revise,通过,通过,需修订,通过,通过,需修订,需修订,通过,需修订,通过,通过,native_user_goal; decisive_post_run_evidence; decision_rules_sfu; stronger_conditions,官方 user goal/task; 决定性非标签运行证据; native S/F/U 规则; stronger 条件的官方支持与测量 gap,4,native_user_goal: native.user_goal is materially incomplete relative to the official instruction.; decisive_post_run_evidence: artifacts/model.patch cannot independently prove the combined branch-and-commit workflow condition.; decision_rules_sfu: The raw-report missing-node failure rule does not clearly distinguish evaluator-counted node absence from loss or unreadability of a retained report.; stronger_conditions: The valid workflow condition is paired with an artifact that cannot assess the full requirement in principle.,1,base_semantic_review,True,True,False,0fd2ca9e0b079d60793cd5aaa657bec1c9af05678c0192df5e2f823c79ae5c30,fa242a4846433a7ef59df3398be1eda2ef316e032532e794362ee528b6a59445
deep_swe_v1_1,prometheus-typed-label-sorting,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,521128d8793070335b17c1b263d9daaec3fc0843f5a72e5f1544a03264daaca0,f11929a40df6b157b6dabe45a434c3025a8124ebbdaf490104c40fb986127f0b
terminal_bench_2_1,protein-assembly,需修订,revise,通过,通过,需修订,需修订,通过,通过,通过,通过,需修订,通过,通过,native_user_goal; native_evaluator_semantics; stronger_conditions,官方 user goal/task; native evaluator/oracle 语义; stronger 条件的官方支持与测量 gap,3,"native_user_goal: native.user_goal does not faithfully capture the complete official intent and says ""no reused start/stop codons"" instead of requiring their omission because the plasmid's codons will be reused.; native_evaluator_semantics: The native rules describe stricter raw-file formatting than the verifier enforces and do not cover every nonzero pytest outcome counted by test.sh as failure.; stronger_conditions: The stronger layer is empty despite official requirements that the verifier does not fully measure.",0,schema_repair_retry,True,True,False,60b80161649aa4077d05f213469adf80b9a3d255d62e45ef5b7d1340bbfd48e8,47e69760498b8d235d7163137952dbf06b38c2fa7be3bfb25f3dd8fec131d113
terminal_bench_2_1,prove-plus-comm,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,e86a9f39272a5bea79d2bc4331dcbf37aa27ef10fedbae6a39b8e7c4dfffdff1,f18e4303b1e5737d9fb909aca0547ac34799d721f3b56c504bdac1376b701a2d
deep_swe_v1_1,psd-tools-blend-range-api,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,fb3839f16f718ec0a703ac02712f5d644cac0522f1149132e5e7d721681561a1,93948e6fdbe6a1a5b5765e55d493aa8d09e67ff35cf082b90ead869da3253aca
deep_swe_v1_1,pwntools-tube-multiplexing,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,通过,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则,3,native_evaluator_semantics: The native evaluator description and failure rule omit the official apply-failed branch.; decisive_post_run_evidence: No listed decisive non-label artifact covers an apply-failed run where CTRF and JUnit reports are not produced.; decision_rules_sfu: The current U rule can misclassify an evidenced apply-failed benchmark failure as undecided merely because the per-node result set is absent.,1,base_semantic_review,True,True,False,511c21f34be1f3591f72525ecd0b40119dc993e415ac460ac0668a513e1fb551,72e51ea1980b66a991e58d5e4fa2eab38d2c3a3bfe49e01bd9927d235a2930ec
terminal_bench_2_1,pypi-server,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,ce44f4966eeb856d4d324077be76122cc1b6bec65dba0c7261d0963c8db23865,abb5a7f700fc46962994a0e295664d4ee46396092a30f4c5df005fb34cc4101e
deep_swe_v1_1,python-statemachine-state-data-scoping,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,b476b03319234c765b3d807c15b0c6d79eb30573383646046b7b29e0937f1680,f2f53bc46e6d594cdbb3ee6d1b0c02a7512005a7e1d64f544ef0f550e85ecdb2
terminal_bench_2_1,pytorch-model-cli,需修订,revise,通过,通过,需修订,通过,通过,通过,通过,需修订,需修订,通过,通过,native_user_goal; source_support_pointers; stronger_conditions,官方 user goal/task; source support pointers; stronger 条件的官方支持与测量 gap,3,native_user_goal: native.user_goal does not faithfully include several explicit deliverable requirements from the instruction.; source_support_pointers: The retained-evidence and undecidability rules lack support from the packet section that defines those rules.; stronger_conditions: The stronger layer captures only the binary-format gap and omits other explicit requirements not operationalized by the verifier.,1,base_semantic_review,True,True,False,7eec56e8606fef4db52d87783905acb57854f29a96501f79e43d0088a12a57a9,6f3e10a7ed61304fa0b29cb97ea22c245a5760f4270b7b57eb037ff42404b353
terminal_bench_2_1,pytorch-model-recovery,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,82151e8f1a9ac25e77beace46ba4d33e0bb43ebbf21d1e8882800b978eea24fa,3f535ad21738a03f46df4e1fb6b886aaa98541f7b6e52fe73666f02de83977f9
terminal_bench_2_1,qemu-alpine-ssh,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,55cc67158b8d2d1b412c9e541924d73d8024b5f058f8035044003d952268897a,f497d44f3e175c404b90c6e91ca69ba5694d2209b357bda0ba2bbc3ead695029
terminal_bench_2_1,qemu-startup,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,需修订,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers; stronger_conditions,native evaluator/oracle 语义; native S/F/U 规则; source support pointers; stronger 条件的官方支持与测量 gap,4,"native_evaluator_semantics: Native success and failure are expressed only as test_version node outcomes, but test.sh assigns reward from the complete uvx/pytest exit status and can fail before or without such a node.; decision_rules_sfu: The current U rule can absorb conclusively evidenced collection, invocation, or session failures merely because test_version has no pass/fail node.; source_support_pointers: The packet range cited for agent/trajectory.json does not cover that inventory entry.; stronger_conditions: The checklist does not separately assess agent-side blocking until readiness or a fresh live login prompt, and its single condition bundles launch provenance with process-state claims.",1,base_semantic_review,True,True,False,53d5f7cb895a925f061b0ee9b5273c0b85f1b23d6db55b971605496abbdb8be7,ed79c86adcc87061ac073ef3c492765f0a16ed4e4fe1380ba6347b8aedf9de31
terminal_bench_2_1,query-optimize,需修订,revise,通过,通过,需修订,通过,通过,通过,通过,通过,通过,通过,通过,native_user_goal,官方 user goal/task,1,native_user_goal: `native.user_goal.text` replaces the official request to make the query “as efficient as possible” with the narrower requirement that it merely improve efficiency.,1,base_semantic_review,True,True,False,c3f657ee46fc11117ce10ad05ca8ec990d115ecab1d3ff91e470691127d1d7ee,f91bc4ccf149c2626089502c8176517b4cbffab334c51476b1836ceac78078fe
deep_swe_v1_1,query-persist-restored-query-state,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,2e6d393d9d8b6eed1b249b7b443cd32cef103cc37e8208a10fa9dcbe099960cc,031b96ffc9c7d5793198cfcec074771b582f885fa0ea0f737fe757b8ce02ff24
deep_swe_v1_1,quill-shared-toolbar-focus,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,通过,decisive_post_run_evidence,决定性非标签运行证据,1,"decisive_post_run_evidence: The model.patch decisive-artifact question requires comparison with claims from agent/trajectory.json or agent/mini-swe-agent.txt, so model.patch cannot independently establish the stated fact.",1,base_semantic_review,True,True,False,06abe0a548d99c420a607e0923b23fe6e53cfb7fddfd14235c2911b348fb7508,98f9f0e5955b86c09fc17d22601674c808c20667e53b0212f14cb736c742be35
terminal_bench_2_1,raman-fitting,需修订,revise,通过,通过,通过,需修订,通过,通过,通过,通过,需修订,通过,通过,native_evaluator_semantics; stronger_conditions,native evaluator/oracle 语义; stronger 条件的官方支持与测量 gap,2,"native_evaluator_semantics: Native success is incorrectly described as successful exit of the overall verifier script, and the first failure rule is broad enough to count non-fatal setup-command errors. The released criterion is the pytest command’s status as mapped to 1 or 0 by the shell branch, with the separate working-directory guard exiting before pytest.; stronger_conditions: The empty stronger layer omits the instruction-supported requirement that the reported parameters result from fitting the supplied Raman spectrum, which the released tests do not operationalize.",0,schema_repair_retry,True,True,False,efb58169a807360d695cc4566b2a6fc6fe445cf8d7c4bbfee97ae274e8d9fcbf,4371a17a521285e1efa2b82616fabce2f558e98b76e5459a83cd30f7e2896f9c
terminal_bench_2_1,regex-chess,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,需修订,通过,通过,native_evaluator_semantics; decision_rules_sfu; stronger_conditions,native evaluator/oracle 语义; native S/F/U 规则; stronger 条件的官方支持与测量 gap,3,native_evaluator_semantics: Native F omits conclusive nonzero verifier-command outcomes outside individual test assertions and omits the configured verifier timeout.; decision_rules_sfu: The current U rule can absorb an incomplete suite even when retained evidence conclusively establishes a timeout or setup/invocation failure.; stronger_conditions: The stronger layer addresses only relaxed en-passant comparison. It omits duplicate-masked omissions on tested positions and correctness over supported white-to-move positions outside the finite three-PGN suite.,1,base_semantic_review,True,True,False,0d20e54fd8970b6615da3ac6350c25eb9995b0272dddaab2d1bc651f6fc7faa0,84e891c12f91c5f000704b61f3ce53261cdf60977e019be2095e6857956dcb8d
terminal_bench_2_1,regex-log,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,11c760c00d851f9c7030e0071546666cf8eb261dbf1a974fba65c3f7a6c14a9e,34aba0ae09cac1b91eecf4611b808e1ea1879b6586192aef36fe7319657352b3
terminal_bench_2_1,reshard-c4-data,需修订,revise,通过,通过,需修订,需修订,通过,需修订,需修订,需修订,需修订,通过,通过,native_user_goal; native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; source_support_pointers; stronger_conditions,官方 user goal/task; native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; source support pointers; stronger 条件的官方支持与测量 gap,6,"native_user_goal: native.user_goal does not fully state the official intent concerning output-directory creation and the uv environment/dependency workflow.; native_evaluator_semantics: The native rules conflate pytest success with test.sh’s shell exit status, omit evaluator-counted pytest setup/fixture/collection failures, and do not precisely state the verifier’s normalized-text hash comparison.; decisive_post_run_evidence: verifier/test-stderr.txt cannot independently expose the captured compress/decompress stderr claimed by the checklist, and its silence cannot prove that uv run installed no dependencies.; decision_rules_sfu: The current F rules do not classify conclusively evidenced collection, fixture, setup, or unexpected pytest errors as native failure.; source_support_pointers: The cited test lines contradict rather than support the stated verifier-stderr behavior.; stronger_conditions: The stronger condition omits the explicit uv-venv requirement and relies on missing stderr as proof of no additional installation.",1,base_semantic_review,True,True,False,82f80ebd2ff308cba3c2833e2f0bce477bd2d441dbf4cc9e201529621a1def61,4a846b8dc5dbcd1e50a178fe800ebeecc0e0988a255d41a9f42ef6cf7b4f40eb
deep_swe_v1_1,returns-validated-error-accumulation,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,0a0bd09a6018fed3398da89f5e5c1c99c5cd9fd84875169717aadbf61b467acf,5e41dd19daca71c119b9f65aaaa4557ffbd561ac0a1c86205f2a0929a7fae6ac
terminal_bench_2_1,rstan-to-pystan,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,需修订,通过,通过,native_evaluator_semantics; decision_rules_sfu; stronger_conditions,native evaluator/oracle 语义; native S/F/U 规则; stronger 条件的官方支持与测量 gap,3,"native_evaluator_semantics: The native prose strengthens several file-format and environment predicates and fails to cover every way the official pytest command can return nonzero.; decision_rules_sfu: A known timeout, collection error, internal pytest error, or verifier-command setup failure can currently match U even though it establishes benchmark-counted failure.; stronger_conditions: The stronger layer does not concretely measure all major source-supported requirements omitted by the native tests.",1,base_semantic_review,True,True,False,db58bfbef682893d6e57fe242a51a78c7c8a9339ff4a4faddbe019609c7ec292,325b3d4be16a75aaa0089e82e773ef076102c4115d77b02aa6c1febf20875bc8
terminal_bench_2_1,sam-cell-seg,需修订,revise,通过,通过,需修订,需修订,通过,需修订,需修订,通过,需修订,通过,通过,native_user_goal; native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; stronger_conditions,官方 user goal/task; native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; stronger 条件的官方支持与测量 gap,6,"native_user_goal: `native.user_goal` omits several explicit implementation constraints from the official instruction.; native_evaluator_semantics: A skipped pytest case is classified as native failure even though `test.sh` uses pytest's exit status and a skip alone ordinarily leaves that status successful.; native_evaluator_semantics: `checked_by` says the verifier downloads fixtures, but `test.sh` copies them from `/tests`; only the MobileSAM weights are downloaded.; decisive_post_run_evidence: Installing or importing MobileSAM does not prove that the final script uses it for refinement.; decision_rules_sfu: The F rule moves a non-failing skip status into native failure.; stronger_conditions: The `uses_mobilesam` condition requires actual use, but one decisive question accepts weaker installation or import evidence.",2,schema_repair_retry,True,True,False,159660d346eec24412078adbef0ae3be9d6abc61d21ee63421e92f61835545fa,9d9ff231ae3396c1f6df70328cacbd16b12d63579e456ed11d263cfa639ff539
terminal_bench_2_1,sanitize-git-repo,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,通过,通过,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则,3,"native_user_goal: native.user_goal recasts the request as removal of only four named credential types, although the official instruction asks for all API keys and sensitive values and presents those types as examples.; native_evaluator_semantics: The verifier writes failure whenever the uvx/pytest command returns nonzero, but fail_if only enumerates three content-level assertion violations.; decision_rules_sfu: Under the current rules, complete retained evidence of a pytest error or invocation failure may establish neither listed content violation and therefore be routed to U despite being benchmark-counted failure.",0,base_semantic_review,True,True,False,e72137a92a0447493621cf83280d1523c1ed9cea939cb35db50655f09c35f18d,0b1fccf212e621e94e672fa3914898a08c25295b330cb5ac386686f027f234e2
deep_swe_v1_1,scc-bounded-memory-spilling,需修订,revise,通过,通过,需修订,通过,通过,需修订,需修订,通过,需修订,通过,通过,native_user_goal; decisive_post_run_evidence; decision_rules_sfu; stronger_conditions,官方 user goal/task; 决定性非标签运行证据; native S/F/U 规则; stronger 条件的官方支持与测量 gap,4,"native_user_goal: The stated user goal omits the mandatory pre-implementation inspection of where per-file results are accumulated.; decisive_post_run_evidence: The mini-agent transcript is asked only to corroborate the branch/commit workflow and is not required to expose evidence that all changes were committed.; decision_rules_sfu: The current U rule ignores configured-node failures or prevented test execution that may be established by retained raw reports and verifier logs when verifier/ctrf.json is absent.; stronger_conditions: The stronger layer omits the official pre-implementation inspection and post-implementation self-verification requirements, neither of which is measured by configured test-node aggregation.",1,base_semantic_review,True,True,False,8adef41b96794b31cc77f09e040b7225626591b1d9ac196d2315ed55b9c9adc4,051101ae75773707d81a0b1f22d41d8e483556a6b9fb48863d487ee3e936846f
terminal_bench_2_1,schemelike-metacircular-eval,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; native S/F/U 规则; source support pointers,3,"native_evaluator_semantics: The native success/failure characterization is incomplete: it omits the pytest-passing no-files return branch and native failures caused by assertion-independent unhandled, collection, invocation, or startup errors.; decision_rules_sfu: Current S/F rules can move established benchmark outcomes to U because they do not cover every zero/nonzero pytest outcome.; source_support_pointers: The cited test_interp source contradicts the checklist’s claimed iff rule by containing an unhandled no-files return path and allowing other exceptions to fail pytest.",1,base_semantic_review,True,True,False,b9032b897e79eb6d0e71b4bf06069439e2f8d35ce3339147346aec22317d2d46,6997a72edbf94383479c312ae708fda6e5365539741a450c2d607d1971bc6f83
deep_swe_v1_1,scriggo-method-declarations,需修订,revise,通过,通过,需修订,通过,通过,需修订,通过,通过,通过,通过,通过,native_user_goal; decisive_post_run_evidence,官方 user goal/task; 决定性非标签运行证据,2,"native_user_goal: native.user_goal omits several explicit functional requirements from the official instruction.; decisive_post_run_evidence: artifacts/model.patch cannot independently establish the combined final branch and commit-state requirement, and agent/mini-swe-agent.txt is described only as corroboration rather than decisive state evidence.",1,base_semantic_review,True,True,False,9ff9eaacf12a1a92f24b08dbc187a6f4b24a0f7dbe7db1aef282b35914aa7462,0c8f71268b7466615d0454b51b843a56c56bd9170069790126793414d960f170
deep_swe_v1_1,skrub-duration-encoding,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,通过,需修订,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; stronger_conditions,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; stronger 条件的官方支持与测量 gap,4,"native_evaluator_semantics: native.fail_if[1] says a configured node is failed when absent from retained reports or graded evidence. The grader instead fails a node when it is missing from all reports it actually parses; missing retained artifacts may leave that fact unprovable.; decisive_post_run_evidence: The test-stdout artifact question treats an unspecified verifier/report-generation failure as automatically making configured nodes natively missing. A crash may instead prevent the reviewer from establishing what report set the grader consumed.; decision_rules_sfu: The checklist assigns both F and U to incomplete retained reports: fail_if[1] uses absence from retained evidence, while undecided_if[0] assigns unreadable or incomplete evidence to U.; stronger_conditions: artifacts/model.patch cannot establish the new-branch or all-work-committed requirement, as the checklist itself acknowledges. The mini-agent transcript is also framed merely as corroboration rather than independent proof.",1,base_semantic_review,True,True,False,8a1b471467eceac5590d364c3ee2d4ec7248161579dc7d3300fc3c25d3db7dbb,c984b2f8853f518f4a5f1e3651cf7248061e8dec88ea5244eb84d2cd8ab9a8d4
terminal_bench_2_1,sparql-university,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,通过,通过,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则,3,"native_user_goal: native.user_goal omits material parts of the official output contract: DISTINCT GROUP_CONCAT with the specified separator and inclusion of all countries where the professor currently works.; native_evaluator_semantics: The native failure rules do not cover a nonzero uvx/pytest status caused before individual test outcomes, because test.sh can continue to its failure mapping without itself aborting.; decision_rules_sfu: The current U rule can apply when one test failure is established but the status of every test is not known.",1,base_semantic_review,True,True,False,afab3170669c6e375e0327515f5b305cf559402471d6113b4698e8528a220a54,42871e3340e67b3f22e3e00619cac868c968d9592c99d1de47d1fa2768e20759
deep_swe_v1_1,sql-formatter-bigquery-pipe-formatting,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,580c2adee533a97ea5718d90b0fd9cf49dbe672c8e89d848e0a89ea366e21071,350e575ae7de3c9e2522da06ba2e974d024e39cc4bf38894aadb48ec5ac6ce76
deep_swe_v1_1,sqlfmt-create-table-ddl-formatting,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,68721cdcbe3b43a759bbc120e0e26ec4fca8611cf8bacd26750b85959c087560,76af170a5185ce580682ca1cbedfd205a6ceccbdaee2e29b46949a5a4ec51162
